id_venta;numero_linea;fecha;id_cliente;id_tienda;id_producto;id_promocion;cantidad;precio_unitario_lista;descuento_pct;precio_unitario_final;importe_venta;costo_total;margen
33315;1;2025-12-07;4633;10;178;1;2;12.9;0.0;12.9;25.8;18.2;7.6
33315;2;2025-12-07;4633;10;104;1;2;6.1;0.0;6.1;12.2;7.2;5.0
33316;1;2025-12-08;1851;9;158;1;1;16.9;0.0;16.9;16.9;11.8;5.1
33317;1;2025-12-08;560;2;120;1;2;8.9;0.0;8.9;17.8;11.2;6.6
33317;2;2025-12-08;560;2;260;1;2;3.2;0.0;3.2;6.4;4.0;2.4
33318;1;2025-12-08;3172;11;110;1;2;8.9;0.0;8.9;17.8;11.4;6.4
33318;2;2025-12-08;3172;11;235;1;2;18.9;0.0;18.9;37.8;27.8;10.0
33319;1;2025-12-08;4528;15;280;1;1;10.9;0.0;10.9;10.9;7.4;3.5
33320;1;2025-12-08;3137;8;209;1;1;21.9;0.0;21.9;21.9;16.4;5.5
33321;1;2025-12-08;3946;14;421;1;5;19.9;0.0;19.9;99.5;73.0;26.5
33322;1;2025-12-08;1867;8;2;1;1;31.9;0.0;31.9;31.9;23.8;8.1
33323;1;2025-12-08;4195;7;505;1;1;18.9;0.0;18.9;18.9;13.3;5.6
33324;1;2025-12-08;1055;4;154;1;5;14.2;0.0;14.2;71.0;50.5;20.5
33325;1;2025-12-08;2441;8;258;1;1;2.5;0.0;2.5;2.5;1.5;1.0
33326;1;2025-12-08;3589;13;170;1;2;6.9;0.0;6.9;13.8;9.2;4.6
33326;2;2025-12-08;3589;13;152;1;1;10.2;0.0;10.2;10.2;7.1;3.1
33326;3;2025-12-08;3589;13;181;1;2;8.9;0.0;8.9;17.8;12.2;5.6
33327;1;2025-12-08;3982;8;279;1;2;15.9;0.0;15.9;31.8;22.8;9.0
33328;1;2025-12-08;4840;4;281;1;1;9.9;0.0;9.9;9.9;6.7;3.2
33329;1;2025-12-08;4057;10;427;1;2;12.9;0.0;12.9;25.8;17.8;8.0
33330;1;2025-12-08;3558;2;328;1;1;18.9;0.0;18.9;18.9;13.6;5.3
33330;2;2025-12-08;3558;2;367;1;1;24.9;0.0;24.9;24.9;18.6;6.3
33331;1;2025-12-08;716;7;155;1;1;4.5;0.0;4.5;4.5;2.9;1.6
33331;2;2025-12-08;716;7;250;1;1;2.5;0.0;2.5;2.5;1.5;1.0
33332;1;2025-12-08;3651;3;233;1;1;7.9;0.0;7.9;7.9;5.3;2.6
33333;1;2025-12-08;4254;14;488;1;1;24.9;0.0;24.9;24.9;18.3;6.6
33333;2;2025-12-08;4254;14;473;1;1;49.9;0.0;49.9;49.9;37.9;12.0
33334;1;2025-12-08;1410;8;52;1;2;8.2;0.0;8.2;16.4;10.8;5.6
33334;2;2025-12-08;1410;8;84;1;1;9.9;0.0;9.9;9.9;6.8;3.1
33334;3;2025-12-08;1410;8;25;1;1;6.5;0.0;6.5;6.5;4.2;2.3
33335;1;2025-12-08;4368;7;248;1;3;2.5;0.0;2.5;7.5;4.5;3.0
33336;1;2025-12-08;1269;1;209;1;1;21.9;0.0;21.9;21.9;16.4;5.5
33337;1;2025-12-08;4673;7;499;1;1;89.9;0.0;89.9;89.9;69.4;20.5
33338;1;2025-12-08;4000;3;217;1;3;39.9;0.0;39.9;119.7;93.6;26.1
33339;1;2025-12-08;2377;7;110;1;2;8.9;0.0;8.9;17.8;11.4;6.4
33340;1;2025-12-08;1905;6;110;1;4;8.9;0.0;8.9;35.6;22.8;12.8
33341;1;2025-12-08;2645;10;40;1;1;23.9;0.0;23.9;23.9;17.3;6.6
33342;1;2025-12-08;3408;1;472;1;2;119.9;0.0;119.9;239.8;182.6;57.2
33343;1;2025-12-08;4343;7;109;1;2;3.8;0.0;3.8;7.6;4.6;3.0
33344;1;2025-12-08;2723;7;53;1;1;5.9;0.0;5.9;5.9;3.8;2.1
33344;2;2025-12-08;2723;7;10;1;1;38.9;0.0;38.9;38.9;29.0;9.9
33344;3;2025-12-08;2723;7;62;1;2;6.8;0.0;6.8;13.6;9.2;4.4
33344;4;2025-12-08;2723;7;98;1;1;7.9;0.0;7.9;7.9;5.3;2.6
33345;1;2025-12-08;2737;11;225;1;1;28.9;0.0;28.9;28.9;22.1;6.8
33346;1;2025-12-08;4654;9;434;1;1;8.9;0.0;8.9;8.9;5.9;3.0
33347;1;2025-12-08;3369;6;332;1;3;16.9;0.0;16.9;50.7;35.7;15.0
33347;2;2025-12-08;3369;6;351;1;1;6.9;0.0;6.9;6.9;4.8;2.1
33348;1;2025-12-08;2999;4;345;1;2;4.9;0.0;4.9;9.8;6.4;3.4
33349;1;2025-12-08;2269;3;78;1;2;5.9;0.0;5.9;11.8;7.8;4.0
33350;1;2025-12-08;2989;9;485;1;1;24.9;0.0;24.9;24.9;18.2;6.7
33351;1;2025-12-08;1073;7;223;1;2;49.9;0.0;49.9;99.8;78.4;21.4
33351;2;2025-12-08;1073;7;205;1;1;5.2;0.0;5.2;5.2;3.4;1.8
33351;3;2025-12-08;1073;7;89;1;1;8.9;0.0;8.9;8.9;6.2;2.7
33351;4;2025-12-08;1073;7;197;1;1;4.5;0.0;4.5;4.5;2.9;1.6
33351;5;2025-12-08;1073;7;47;1;1;39.9;0.0;39.9;39.9;28.7;11.2
33352;1;2025-12-08;1607;11;211;1;1;16.5;0.0;16.5;16.5;12.1;4.4
33352;2;2025-12-08;1607;11;1;1;1;6.9;0.0;6.9;6.9;4.4;2.5
33352;3;2025-12-08;1607;11;200;1;1;5.9;0.0;5.9;5.9;4.0;1.9
33353;1;2025-12-08;3815;6;437;1;1;16.9;0.0;16.9;16.9;11.8;5.1
33354;1;2025-12-08;4973;9;103;1;1;2.3;0.0;2.3;2.3;1.3;1.0
33354;2;2025-12-08;4973;9;179;1;2;9.9;0.0;9.9;19.8;13.8;6.0
33355;1;2025-12-08;3262;11;270;1;3;3.5;0.0;3.5;10.5;6.6;3.9
33355;2;2025-12-08;3262;11;117;1;2;3.5;0.0;3.5;7.0;4.2;2.8
33356;1;2025-12-08;3141;7;318;1;1;22.9;0.0;22.9;22.9;16.8;6.1
33356;2;2025-12-08;3141;7;316;1;1;12.9;0.0;12.9;12.9;9.1;3.8
33357;1;2025-12-08;3810;7;488;1;1;24.9;0.0;24.9;24.9;18.3;6.6
33357;2;2025-12-08;3810;7;302;1;2;14.9;0.0;14.9;29.8;21.6;8.2
33358;1;2025-12-08;466;3;188;1;1;4.9;0.0;4.9;4.9;3.1;1.8
33359;1;2025-12-08;4718;5;203;1;1;3.9;0.0;3.9;3.9;2.4;1.5
33359;2;2025-12-08;4718;5;98;1;1;7.9;0.0;7.9;7.9;5.3;2.6
33360;1;2025-12-08;786;4;167;1;1;9.5;0.0;9.5;9.5;6.3;3.2
33360;2;2025-12-08;786;4;76;1;2;12.9;0.0;12.9;25.8;17.6;8.2
33360;3;2025-12-08;786;4;36;1;1;18.5;0.0;18.5;18.5;12.5;6.0
33360;4;2025-12-08;786;4;168;1;1;18.9;0.0;18.9;18.9;13.6;5.3
33360;5;2025-12-08;786;4;162;1;2;18.9;0.0;18.9;37.8;26.8;11.0
33361;1;2025-12-08;1086;5;112;1;1;3.8;0.0;3.8;3.8;2.3;1.5
33361;2;2025-12-08;1086;5;381;1;1;18.9;0.0;18.9;18.9;13.8;5.1
33361;3;2025-12-08;1086;5;162;1;1;18.9;0.0;18.9;18.9;13.4;5.5
33361;4;2025-12-08;1086;5;246;1;1;4.5;0.0;4.5;4.5;2.9;1.6
33362;1;2025-12-08;3104;6;239;1;2;9.9;0.0;9.9;19.8;13.6;6.2
33363;1;2025-12-08;2096;4;281;1;2;9.9;0.0;9.9;19.8;13.4;6.4
33363;2;2025-12-08;2096;4;302;1;1;14.9;0.0;14.9;14.9;10.8;4.1
33363;3;2025-12-08;2096;4;324;1;5;8.2;0.0;8.2;41.0;28.0;13.0
33363;4;2025-12-08;2096;4;315;1;2;15.9;0.0;15.9;31.8;22.8;9.0
33364;1;2025-12-08;3858;4;63;1;2;6.2;0.0;6.2;12.4;8.2;4.2
33365;1;2025-12-08;1049;7;412;1;2;21.9;0.0;21.9;43.8;32.2;11.6
33365;2;2025-12-08;1049;7;405;1;3;62.9;0.0;62.9;188.7;143.7;45.0
33366;1;2025-12-08;128;15;155;1;1;4.5;0.0;4.5;4.5;2.9;1.6
33367;1;2025-12-08;1904;3;356;1;1;8.9;0.0;8.9;8.9;6.1;2.8
33367;2;2025-12-08;1904;3;344;1;1;4.5;0.0;4.5;4.5;2.9;1.6
33367;3;2025-12-08;1904;3;369;1;2;17.9;0.0;17.9;35.8;25.6;10.2
33367;4;2025-12-08;1904;3;348;1;1;11.9;0.0;11.9;11.9;8.4;3.5
33368;1;2025-12-08;3519;4;300;1;3;9.9;0.0;9.9;29.7;20.4;9.3
33369;1;2025-12-08;3725;11;12;1;1;6.8;0.0;6.8;6.8;4.3;2.5
33370;1;2025-12-08;274;8;344;1;2;4.5;0.0;4.5;9.0;5.8;3.2
33371;1;2025-12-08;2338;7;50;1;5;24.9;0.0;24.9;124.5;90.5;34.0
33372;1;2025-12-08;4429;9;4;1;1;5.4;0.0;5.4;5.4;3.6;1.8
33373;1;2025-12-08;2536;1;300;1;2;9.9;0.0;9.9;19.8;13.6;6.2
33374;1;2025-12-08;1057;1;50;1;1;24.9;0.0;24.9;24.9;18.1;6.8
33375;1;2025-12-08;579;5;264;1;3;3.5;0.0;3.5;10.5;6.9;3.6
33375;2;2025-12-08;579;5;134;1;1;14.9;0.0;14.9;14.9;10.1;4.8
33376;1;2025-12-09;3924;7;151;1;4;9.9;0.0;9.9;39.6;27.2;12.4
33377;1;2025-12-09;1877;11;52;1;4;8.2;0.0;8.2;32.8;21.6;11.2
33378;1;2025-12-09;4535;8;318;1;1;22.9;0.0;22.9;22.9;16.8;6.1
33378;2;2025-12-09;4535;8;307;1;1;19.9;0.0;19.9;19.9;14.8;5.1
33378;3;2025-12-09;4535;8;308;1;1;10.9;0.0;10.9;10.9;7.6;3.3
33379;1;2025-12-09;4201;3;397;1;1;19.9;0.0;19.9;19.9;14.8;5.1
33379;2;2025-12-09;4201;3;259;1;1;2.5;0.0;2.5;2.5;1.5;1.0
33380;1;2025-12-09;2387;3;127;1;1;23.9;0.0;23.9;23.9;16.5;7.4
33381;1;2025-12-09;4396;6;8;1;1;7.5;0.0;7.5;7.5;5.0;2.5
33382;1;2025-12-09;3030;8;485;1;3;24.9;0.0;24.9;74.7;54.6;20.1
33382;2;2025-12-09;3030;8;471;1;2;24.9;0.0;24.9;49.8;35.6;14.2
33382;3;2025-12-09;3030;8;293;1;1;5.9;0.0;5.9;5.9;3.9;2.0
33382;4;2025-12-09;3030;8;489;1;2;19.9;0.0;19.9;39.8;28.6;11.2
33383;1;2025-12-09;1146;5;155;1;1;4.5;0.0;4.5;4.5;2.9;1.6
33384;1;2025-12-09;1374;4;2;1;2;31.9;0.0;31.9;63.8;47.6;16.2
33385;1;2025-12-09;1318;10;16;1;1;4.8;0.0;4.8;4.8;2.9;1.9
33385;2;2025-12-09;1318;10;60;1;2;13.9;0.0;13.9;27.8;19.2;8.6
33386;1;2025-12-09;2963;15;316;1;2;12.9;0.0;12.9;25.8;18.2;7.6
33387;1;2025-12-09;3693;13;56;1;1;7.9;0.0;7.9;7.9;5.2;2.7
33388;1;2025-12-09;1392;8;295;1;1;8.9;0.0;8.9;8.9;6.1;2.8
33389;1;2025-12-09;3669;1;50;1;1;24.9;0.0;24.9;24.9;18.1;6.8
33390;1;2025-12-09;3930;4;329;1;2;19.9;0.0;19.9;39.8;28.6;11.2
33391;1;2025-12-09;1197;7;40;1;2;23.9;0.0;23.9;47.8;34.6;13.2
33392;1;2025-12-09;2609;3;329;1;1;19.9;0.0;19.9;19.9;14.3;5.6
33392;2;2025-12-09;2609;3;350;1;2;5.9;0.0;5.9;11.8;7.8;4.0
33392;3;2025-12-09;2609;3;358;1;3;18.9;0.0;18.9;56.7;40.8;15.9
33393;1;2025-12-09;1663;8;18;1;1;4.2;0.0;4.2;4.2;2.5;1.7
33394;1;2025-12-09;1800;9;281;1;2;9.9;0.0;9.9;19.8;13.4;6.4
33395;1;2025-12-09;424;7;202;1;1;4.2;0.0;4.2;4.2;2.7;1.5
33395;2;2025-12-09;424;7;210;1;3;15.9;0.0;15.9;47.7;34.8;12.9
33396;1;2025-12-09;1582;8;329;1;1;19.9;0.0;19.9;19.9;14.3;5.6
33396;2;2025-12-09;1582;8;348;1;2;11.9;0.0;11.9;23.8;16.8;7.0
33396;3;2025-12-09;1582;8;370;1;2;25.9;0.0;25.9;51.8;38.8;13.0
33397;1;2025-12-09;805;1;39;1;2;9.9;0.0;9.9;19.8;13.0;6.8
33397;2;2025-12-09;805;1;71;1;1;5.4;0.0;5.4;5.4;3.5;1.9
33398;1;2025-12-09;2919;7;238;1;4;3.5;0.0;3.5;14.0;8.8;5.2
33399;1;2025-12-09;2832;11;34;1;1;10.1;0.0;10.1;10.1;6.6;3.5
33400;1;2025-12-09;72;14;101;1;2;2.2;0.0;2.2;4.4;2.4;2.0
33400;2;2025-12-09;72;14;138;1;1;4.9;0.0;4.9;4.9;3.1;1.8
33401;1;2025-12-09;4779;13;23;1;4;7.5;0.0;7.5;30.0;20.4;9.6
33401;2;2025-12-09;4779;13;158;1;1;16.9;0.0;16.9;16.9;11.8;5.1
33401;3;2025-12-09;4779;13;378;1;1;24.9;0.0;24.9;24.9;18.3;6.6
33402;1;2025-12-09;1273;11;427;1;2;12.9;0.0;12.9;25.8;17.8;8.0
33402;2;2025-12-09;1273;11;453;1;2;34.9;0.0;34.9;69.8;53.6;16.2
33403;1;2025-12-09;1200;3;113;1;1;8.9;0.0;8.9;8.9;5.7;3.2
33403;2;2025-12-09;1200;3;237;1;1;14.9;0.0;14.9;14.9;10.9;4.0
33403;3;2025-12-09;1200;3;160;1;1;17.9;0.0;17.9;17.9;12.6;5.3
33404;1;2025-12-09;2140;2;343;1;1;3.5;0.0;3.5;3.5;2.2;1.3
33404;2;2025-12-09;2140;2;369;1;1;17.9;0.0;17.9;17.9;12.8;5.1
33404;3;2025-12-09;2140;2;340;1;3;20.9;0.0;20.9;62.7;45.3;17.4
33405;1;2025-12-09;648;4;17;1;4;4.6;0.0;4.6;18.4;11.2;7.2
33406;1;2025-12-09;4965;7;39;1;1;9.9;0.0;9.9;9.9;6.5;3.4
33406;2;2025-12-09;4965;7;74;1;2;7.4;0.0;7.4;14.8;10.0;4.8
33407;1;2025-12-09;1279;14;23;1;3;7.5;0.0;7.5;22.5;15.3;7.2
33408;1;2025-12-09;558;7;225;1;2;28.9;;28.9;57.8;44.2;13.6
33408;2;2025-12-09;558;7;92;1;3;8.1;0.0;8.1;24.3;16.8;7.5
33409;1;2025-12-09;2605;13;53;1;1;5.9;0.0;5.9;5.9;3.8;2.1
33410;1;2025-12-09;630;14;64;1;1;8.4;0.0;8.4;8.4;5.9;2.5
33411;1;2025-12-09;1880;2;300;1;3;9.9;0.0;9.9;29.7;20.4;9.3
33412;1;2025-12-09;433;4;17;1;1;4.6;0.0;4.6;4.6;2.8;1.8
33413;1;2025-12-09;469;2;428;1;1;79.9;0.0;79.9;79.9;61.5;18.4
33414;1;2025-12-09;4021;12;272;1;4;3.9;0.0;3.9;15.6;10.0;5.6
33415;1;2025-12-09;3595;12;318;1;3;22.9;0.0;22.9;68.7;50.4;18.3
33415;2;2025-12-09;3595;12;316;1;1;12.9;0.0;12.9;12.9;9.1;3.8
33415;3;2025-12-09;3595;12;299;1;1;8.9;0.0;8.9;8.9;5.9;3.0
33415;4;2025-12-09;3595;12;492;1;3;129.9;0.0;129.9;389.7;304.8;84.9
33416;1;2025-12-09;2564;14;306;1;2;10.5;0.0;10.5;21.0;14.4;6.6
33416;2;2025-12-09;2564;14;283;1;1;32.9;0.0;32.9;32.9;24.8;8.1
33416;3;2025-12-09;2564;14;324;1;1;8.2;0.0;8.2;8.2;5.6;2.6
33417;1;2025-12-09;359;2;11;1;1;7.2;0.0;7.2;7.2;4.7;2.5
33418;1;2025-12-09;4873;5;427;1;2;12.9;0.0;12.9;25.8;17.8;8.0
33419;1;2025-12-09;2939;2;109;1;3;3.8;0.0;3.8;11.4;6.9;4.5
33419;2;2025-12-09;2939;2;385;1;1;16.9;0.0;16.9;16.9;12.2;4.7
33420;1;2025-12-09;2411;4;433;1;1;8.9;0.0;8.9;8.9;5.9;3.0
33421;1;2025-12-09;1031;5;9;1;2;32.5;0.0;32.5;65.0;48.6;16.4
33422;1;2025-12-09;3932;4;353;1;1;8.9;0.0;8.9;8.9;6.2;2.7
33422;2;2025-12-09;3932;4;352;1;1;5.9;0.0;5.9;5.9;4.1;1.8
33422;3;2025-12-09;3932;4;358;1;2;18.9;0.0;18.9;37.8;27.2;10.6
33422;4;2025-12-09;3932;4;366;1;2;17.9;0.0;17.9;35.8;25.8;10.0
33423;1;2025-12-09;3831;4;38;1;1;8.5;0.0;8.5;8.5;5.8;2.7
33424;1;2025-12-09;2801;4;281;1;2;9.9;0.0;9.9;19.8;13.4;6.4
33424;2;2025-12-09;2801;4;327;1;2;39.9;0.0;39.9;79.8;60.2;19.6
33424;3;2025-12-09;2801;4;310;1;2;8.9;0.0;8.9;17.8;12.0;5.8
33425;1;2025-12-09;3153;7;120;1;1;8.9;0.0;8.9;8.9;5.6;3.3
33425;2;2025-12-09;3153;7;258;1;2;2.5;0.0;2.5;5.0;3.0;2.0
33426;1;2025-12-09;2339;9;22;1;1;5.1;0.0;5.1;5.1;3.2;1.9
33427;1;2025-12-09;4199;11;260;1;1;3.2;0.0;3.2;3.2;2.0;1.2
33428;1;2025-12-09;2053;4;325;1;2;6.9;0.0;6.9;13.8;9.2;4.6
33429;1;2025-12-09;2957;1;101;1;3;2.2;0.0;2.2;6.6;3.6;3.0
33430;1;2025-12-09;2992;4;48;1;2;11.9;0.0;11.9;23.8;16.4;7.4
33431;1;2025-12-09;3444;6;201;1;2;3.2;0.0;3.2;6.4;3.8;2.6
33432;1;2025-12-09;2625;2;354;1;1;14.9;0.0;14.9;14.9;10.8;4.1
33433;1;2025-12-09;1714;11;155;1;4;4.5;0.0;4.5;18.0;11.6;6.4
33433;2;2025-12-09;1714;11;251;1;4;4.5;0.0;4.5;18.0;11.6;6.4
33433;3;2025-12-09;1714;11;264;1;1;3.5;0.0;3.5;3.5;2.3;1.2
33434;1;2025-12-09;2575;14;190;1;3;3.5;0.0;3.5;10.5;6.6;3.9
33435;1;2025-12-09;944;14;343;1;1;3.5;0.0;3.5;3.5;2.2;1.3
33435;2;2025-12-09;944;14;368;1;1;18.9;0.0;18.9;18.9;13.6;5.3
33435;3;2025-12-09;944;14;345;1;1;4.9;0.0;4.9;4.9;3.2;1.7
33436;1;2025-12-10;4764;4;461;1;4;22.9;0.0;22.9;91.6;66.0;25.6
33436;2;2025-12-10;4764;4;440;1;1;89.9;0.0;89.9;89.9;70.6;19.3
33437;1;2025-12-10;4306;4;378;1;1;24.9;0.0;24.9;24.9;18.3;6.6
33438;1;2025-12-10;753;11;112;1;2;3.8;0.0;3.8;7.6;4.6;3.0
33439;1;2025-12-10;1738;10;188;1;1;4.9;0.0;4.9;4.9;3.1;1.8
33439;2;2025-12-10;1738;10;48;1;1;11.9;0.0;11.9;11.9;8.2;3.7
33440;1;2025-12-10;2471;10;289;1;2;5.9;0.0;5.9;11.8;7.6;4.2
33441;1;2025-12-10;1229;10;404;1;2;58.9;0.0;58.9;117.8;89.6;28.2
33441;2;2025-12-10;1229;10;423;1;1;14.9;0.0;14.9;14.9;10.6;4.3
33442;1;2025-12-10;858;14;278;1;1;11.9;0.0;11.9;11.9;8.1;3.8
33443;1;2025-12-10;786;12;16;1;4;4.8;0.0;4.8;19.2;11.6;7.6
33443;2;2025-12-10;786;12;98;1;1;7.9;0.0;7.9;7.9;5.3;2.6
33444;1;2025-12-10;4399;12;308;1;2;10.9;0.0;10.9;21.8;15.2;6.6
33445;1;2025-12-10;1812;6;257;1;2;24.9;0.0;24.9;49.8;37.0;12.8
33445;2;2025-12-10;1812;6;266;1;1;6.9;0.0;6.9;6.9;4.8;2.1
33445;3;2025-12-10;1812;6;130;1;1;8.9;0.0;8.9;8.9;5.9;3.0
33445;4;2025-12-10;1812;6;267;1;3;2.9;0.0;2.9;8.7;5.4;3.3
33446;1;2025-12-10;4036;2;298;1;1;7.9;0.0;7.9;7.9;5.2;2.7
33447;1;2025-12-10;1841;9;309;1;5;8.9;0.0;8.9;44.5;30.0;14.5
33448;1;2025-12-10;3633;7;24;1;1;7.9;0.0;7.9;7.9;5.4;2.5
33448;2;2025-12-10;3633;7;162;1;2;18.9;0.0;18.9;37.8;26.8;11.0
33448;3;2025-12-10;3633;7;380;1;2;22.9;0.0;22.9;45.8;33.4;12.4
33449;1;2025-12-10;4117;7;145;1;2;6.2;0.0;6.2;12.4;8.2;4.2
33450;1;2025-12-10;2913;10;333;1;1;16.9;0.0;16.9;16.9;11.9;5.0
33451;1;2025-12-10;2029;7;279;1;1;15.9;0.0;15.9;15.9;11.4;4.5
33452;1;2025-12-10;2102;12;255;1;2;3.9;0.0;3.9;7.8;5.2;2.6
33452;2;2025-12-10;2102;12;129;1;1;18.9;0.0;18.9;18.9;13.2;5.7
33453;1;2025-12-10;3058;1;382;1;1;19.9;0.0;19.9;19.9;14.6;5.3
33454;1;2025-12-10;1283;15;397;1;4;19.9;0.0;19.9;79.6;59.2;20.4
33454;2;2025-12-10;1283;15;254;1;1;4.5;0.0;4.5;4.5;3.0;1.5
33454;3;2025-12-10;1283;15;155;1;2;4.5;0.0;4.5;9.0;5.8;3.2
33455;1;2025-12-10;1053;1;212;1;1;15.5;0.0;15.5;15.5;11.2;4.3
33455;2;2025-12-10;1053;1;189;1;1;3.9;0.0;3.9;3.9;2.4;1.5
33455;3;2025-12-10;1053;1;216;1;1;9.9;0.0;9.9;9.9;6.8;3.1
33456;1;2025-12-10;1499;7;220;1;1;32.9;0.0;32.9;32.9;25.2;7.7
33457;1;2025-12-10;3220;3;406;1;1;64.9;0.0;64.9;64.9;49.5;15.4
33457;2;2025-12-10;3220;3;414;1;2;14.9;0.0;14.9;29.8;21.4;8.4
33457;3;2025-12-10;3220;3;416;1;2;89.9;0.0;89.9;179.8;142.8;37.0
33457;4;2025-12-10;3220;3;403;1;1;45.9;0.0;45.9;45.9;34.7;11.2
33458;1;2025-12-10;3870;8;200;1;1;5.9;0.0;5.9;5.9;4.0;1.9
33458;2;2025-12-10;3870;8;211;1;1;16.5;0.0;16.5;16.5;12.1;4.4
33459;1;2025-12-10;3152;15;213;1;2;14.9;0.0;14.9;29.8;21.6;8.2
33459;2;2025-12-10;3152;15;196;1;1;3.9;0.0;3.9;3.9;2.4;1.5
33459;3;2025-12-10;3152;15;96;1;1;16.9;0.0;16.9;16.9;11.9;5.0
33460;1;2025-12-10;3147;7;34;1;1;10.1;0.0;10.1;10.1;6.6;3.5
33461;1;2025-12-10;3034;3;484;1;1;12.9;0.0;12.9;12.9;8.9;4.0
33462;1;2025-12-10;1707;14;280;1;1;10.9;0.0;10.9;10.9;7.4;3.5
33462;2;2025-12-10;1707;14;319;1;2;19.9;0.0;19.9;39.8;28.4;11.4
33463;1;2025-12-10;3863;2;51;1;2;7.9;0.0;7.9;15.8;10.2;5.6
33464;1;2025-12-10;2539;7;404;1;1;58.9;0.0;58.9;58.9;44.8;14.1
33464;2;2025-12-10;2539;7;414;1;1;14.9;0.0;14.9;14.9;10.7;4.2
33465;1;2025-12-10;4257;3;148;1;4;4.7;0.0;4.7;18.8;12.0;6.8
33465;2;2025-12-10;4257;3;36;1;2;18.5;0.0;18.5;37.0;25.0;12.0
33465;3;2025-12-10;4257;3;132;1;1;7.9;0.0;7.9;7.9;5.1;2.8
33465;4;2025-12-10;4257;3;71;1;1;5.4;0.0;5.4;5.4;3.5;1.9
33466;1;2025-12-10;2104;15;343;1;1;3.5;0.0;3.5;3.5;2.2;1.3
33467;1;2025-12-10;2861;13;309;1;1;8.9;0.0;8.9;8.9;6.0;2.9
33467;2;2025-12-10;2861;13;485;1;1;24.9;0.0;24.9;24.9;18.2;6.7
33468;1;2025-12-10;4073;7;145;1;2;6.2;0.0;6.2;12.4;8.2;4.2
33469;1;2025-12-10;886;4;52;1;3;8.2;0.0;8.2;24.6;16.2;8.4
33470;1;2025-12-10;3561;11;429;1;1;52.9;0.0;52.9;52.9;40.8;12.1
33471;1;2025-12-10;4630;9;417;1;1;69.9;0.0;69.9;69.9;54.2;15.7
33472;1;2025-12-10;4368;7;9;1;2;32.5;0.0;32.5;65.0;48.6;16.4
33473;1;2025-12-10;4255;3;20;1;2;5.3;0.0;5.3;10.6;6.4;4.2
33474;1;2025-12-10;1527;1;51;1;1;7.9;0.0;7.9;7.9;5.1;2.8
33474;2;2025-12-10;1527;1;27;1;1;5.1;0.0;5.1;5.1;3.1;2.0
33475;1;2025-12-10;4991;4;140;1;1;6.2;0.0;6.2;6.2;4.1;2.1
33476;1;2025-12-10;4669;5;283;1;1;32.9;0.0;32.9;32.9;24.8;8.1
33477;1;2025-12-10;1539;7;225;1;3;28.9;0.0;28.9;86.7;66.3;20.4
33477;2;2025-12-10;1539;7;204;1;3;4.9;0.0;4.9;14.7;9.3;5.4
33478;1;2025-12-10;289;9;63;1;1;6.2;0.0;6.2;6.2;4.1;2.1
33478;2;2025-12-10;289;9;48;1;1;11.9;0.0;11.9;11.9;8.2;3.7
33478;3;2025-12-10;289;9;12;1;2;6.8;0.0;6.8;13.6;8.6;5.0
33479;1;2025-12-10;4318;1;158;1;4;16.9;0.0;16.9;67.6;47.2;20.4
33480;1;2025-12-10;3958;14;27;1;2;5.1;0.0;5.1;10.2;6.2;4.0
33481;1;2025-12-10;2393;1;189;1;4;3.9;0.0;3.9;15.6;9.6;6.0
33482;1;2025-12-10;2320;12;170;1;1;6.9;0.0;6.9;6.9;4.6;2.3
33482;2;2025-12-10;2320;12;106;1;1;2.9;0.0;2.9;2.9;1.7;1.2
33483;1;2025-12-10;3850;9;325;1;1;6.9;0.0;6.9;6.9;4.6;2.3
33484;1;2025-12-10;1442;14;184;1;3;7.9;0.0;7.9;23.7;16.2;7.5
33485;1;2025-12-10;1758;7;19;1;1;4.9;0.0;4.9;4.9;3.0;1.9
33485;2;2025-12-10;1758;7;90;1;1;6.5;0.0;6.5;6.5;4.4;2.1
33486;1;2025-12-10;1936;3;66;1;2;6.4;0.0;6.4;12.8;8.6;4.2
33487;1;2025-12-10;2240;7;217;1;5;39.9;0.0;39.9;199.5;156.0;43.5
33487;2;2025-12-10;2240;7;206;1;1;6.5;0.0;6.5;6.5;4.4;2.1
33488;1;2025-12-10;4745;5;53;1;1;5.9;0.0;5.9;5.9;3.8;2.1
33489;1;2025-12-10;3035;7;110;1;2;8.9;0.0;8.9;17.8;11.4;6.4
33489;2;2025-12-10;3035;7;232;1;1;10.9;0.0;10.9;10.9;7.7;3.2
33490;1;2025-12-10;1176;5;443;1;1;12.9;0.0;12.9;12.9;9.1;3.8
33491;1;2025-12-10;3673;3;280;1;1;10.9;0.0;10.9;10.9;7.4;3.5
33492;1;2025-12-10;3312;11;217;1;1;39.9;0.0;39.9;39.9;31.2;8.7
33493;1;2025-12-10;2150;4;145;1;1;6.2;0.0;6.2;6.2;4.1;2.1
33494;1;2025-12-10;1407;7;128;1;2;15.9;0.0;15.9;31.8;21.6;10.2
33495;1;2025-12-10;31;2;448;1;1;31.9;0.0;31.9;31.9;24.4;7.5
33496;1;2025-12-11;4963;2;283;1;1;32.9;0.0;32.9;32.9;24.8;8.1
33496;2;2025-12-11;4963;2;320;1;2;21.9;0.0;21.9;43.8;31.6;12.2
33497;1;2025-12-11;3684;5;350;1;1;5.9;0.0;5.9;5.9;3.9;2.0
